survey_id,farmer_uid,data_year,age,education,household_member,women,total_income_riel,spend_riel,homestead,cattle,buffalo
8459,NHANG SUM|NS135,2024,52,Secondary,8,4,6,3,130,6,8
10778,NHANG SUM|NS135,2025,45,Secondary,8,4,12,11,120,0,0
1555,NHANG SUM|NS136,2020,,,,,,,,,
2638,NHANG SUM|NS136,2021,,,,,,,,,
4108,NHANG SUM|NS136,2022,,,,,,,63000,0,0
5785,NHANG SUM|NS136,2023,,,,,,,1150,0,0
8460,NHANG SUM|NS136,2024,43,Primary,5,3,6,3,120,6,10
10779,NHANG SUM|NS136,2025,50,Primary,5,3,10,10,120,5,0
1556,NHANG SUM|NS137,2020,,,,,,,,,
2513,NHANG SUM|NS137,2021,,,,,,,,,
4496,NHANG SUM|NS137,2022,,,,,,,35000,0,0
8461,NHANG SUM|NS137,2024,26,Primary,8,4,6,5,200,2,5
10780,NHANG SUM|NS137,2025,38,Literacy,8,4,10,9,120,0,0
1557,NHANG SUM|NS138,2020,,,,,,,,,
2521,NHANG SUM|NS138,2021,,,,,,,,,
10781,NHANG SUM|NS138,2025,43,Primary,3,1,8,8,120,0,2
1558,NHANG SUM|NS139,2020,,,,,,,,,
4512,NHANG SUM|NS139,2022,,,,,,,1700,0,0
5531,NHANG SUM|NS139,2023,,,,,,,1200,0,0
8462,NHANG SUM|NS139,2024,45,Literacy,6,4,2,1,120,2,3
10782,NHANG SUM|NS139,2025,49,Primary,4,2,9,8,1010,0,0
2388,NHANG SUM|NS140,2021,,,,,,,,,
4522,NHANG SUM|NS140,2022,,,,,,,2200,0,0
6373,NHANG SUM|NS140,2023,,,,,,,1500,0,0
8463,NHANG SUM|NS140,2024,60,Literacy,8,3,5,3,800,0,13
10783,NHANG SUM|NS140,2025,50,Primary,7,3,8,8,120,2,0
1559,NHANG SUM|NS141,2020,,,,,,,,,
2493,NHANG SUM|NS141,2021,,,,,,,,,
4626,NHANG SUM|NS141,2022,,,,,,,6300,0,0
8464,NHANG SUM|NS141,2024,45,Primary,7,4,6,4,170,2,5
10784,NHANG SUM|NS141,2025,47,Primary,9,4,6,6,400,0,0
2562,NHANG SUM|NS142,2021,,,,,,,,,
4487,NHANG SUM|NS142,2022,,,,,,,2000,0,0
5649,NHANG SUM|NS142,2023,,,,,,,300,0,0
8465,NHANG SUM|NS142,2024,50,Literacy,8,5,4,3,150,1,3
10785,NHANG SUM|NS142,2025,49,Primary,8,5,12,11,300,8,8
1560,NHANG SUM|NS143,2020,,,,,,,,,
2491,NHANG SUM|NS143,2021,,,,,,,,,
5657,NHANG SUM|NS143,2023,,,,,,,860,0,0
8466,NHANG SUM|NS143,2024,50,Literacy,7,3,6,4,120,6,60
10786,NHANG SUM|NS143,2025,45,Primary,7,3,15,14,120,7,0
2538,NHANG SUM|NS144,2021,,,,,,,,,
4198,NHANG SUM|NS144,2022,,,,,,,7400,0,0
1561,NHANG SUM|NS145,2020,,,,,,,,,
2524,NHANG SUM|NS145,2021,,,,,,,,,
4081,NHANG SUM|NS145,2022,,,,,,,63000,0,0
5547,NHANG SUM|NS145,2023,,,,,,,430,0,0
10787,NHANG SUM|NS145,2025,35,Primary,10,3,10,9,120,0,0
2525,NHANG SUM|NS146,2021,,,,,,,,,
4508,NHANG SUM|NS146,2022,,,,,,,1300,0,0
6122,NHANG SUM|NS146,2023,,,,,,,1200,0,0
8468,NHANG SUM|NS146,2024,45,Literacy,9,5,2,1,120,2,1
10788,NHANG SUM|NS146,2025,47,Primary,6,3,10,9,600,20,0
1563,NHANG SUM|NS147,2020,,,,,,,,,
2370,NHANG SUM|NS147,2021,,,,,,,,,
4492,NHANG SUM|NS147,2022,,,,,,,1900,0,0
6040,NHANG SUM|NS147,2023,,,,,,,300,0,0
8469,NHANG SUM|NS147,2024,28,Primary,5,4,5,3,120,6,5
10789,NHANG SUM|NS147,2025,31,Primary,5,4,6,5,120,0,1
2533,NHANG SUM|NS148,2021,,,,,,,,,
4509,NHANG SUM|NS148,2022,,,,,,,1900,0,0
6015,NHANG SUM|NS148,2023,,,,,,,,,
8470,NHANG SUM|NS148,2024,52,Primary,9,5,3,2,120,6,10
10790,NHANG SUM|NS148,2025,52,Primary,9,5,18,15,600,35,5
2527,NHANG SUM|NS149,2021,,,,,,,,,
4467,NHANG SUM|NS149,2022,,,,,,,650,0,0
6345,NHANG SUM|NS149,2023,,,,,,,1200,0,0
8471,NHANG SUM|NS149,2024,33,Literacy,5,3,2,1,100,3,2
10791,NHANG SUM|NS149,2025,31,Primary,6,2,10,9,900,5,0
2526,NHANG SUM|NS151,2021,,,,,,,,,
4549,NHANG SUM|NS151,2022,,,,,,,1400,0,0
8472,NHANG SUM|NS151,2024,41,Primary,4,2,4,3,800,0,0
10792,NHANG SUM|NS151,2025,57,Primary,4,2,7,7,120,0,4
2566,NHANG SUM|NS152,2021,,,,,,,,,
4469,NHANG SUM|NS152,2022,,,,,,,1500,0,0
6169,NHANG SUM|NS152,2023,,,,,,,1200,0,0
8473,NHANG SUM|NS152,2024,45,Literacy,3,2,3,2,120,3,6
10793,NHANG SUM|NS152,2025,48,Primary,4,2,8,7,220,0,6
1564,NHANG SUM|NS153,2020,,,,,,,,,
2023,NHANG SUM|NS153,2021,,,,,,,,,
4548,NHANG SUM|NS153,2022,,,,,,,4900,0,0
6038,NHANG SUM|NS153,2023,,,,,,,430,0,0
8474,NHANG SUM|NS153,2024,34,Primary,5,3,5,4,200,2,2
10794,NHANG SUM|NS153,2025,35,Primary,7,4,10,9,120,0,1
2528,NHANG SUM|NS154,2021,,,,,,,,,
5432,NHANG SUM|NS154,2023,,,,,,,460,0,0
8475,NHANG SUM|NS154,2024,26,High school,4,2,4,2,800,0,0
10795,NHANG SUM|NS154,2025,26,Literacy,5,3,6,5,120,0,0
2034,NHANG SUM|NS155,2021,,,,,,,,,
5655,NHANG SUM|NS155,2023,,,,,,,600,0,0
8476,NHANG SUM|NS155,2024,36,Literacy,5,2,6,3,120,6,10
10796,NHANG SUM|NS155,2025,47,Primary,5,2,13,12,600,13,0
2024,NHANG SUM|NS156,2021,,,,,,,,,
4476,NHANG SUM|NS156,2022,,,,,,,1900,0,0
4488,NHANG SUM|NS158,2022,,,,,,,4200,0,0
6347,NHANG SUM|NS158,2023,,,,,,,300,0,0
8477,NHANG SUM|NS158,2024,38,Primary,4,2,7,3,120,6,5
10797,NHANG SUM|NS158,2025,47,Primary,4,2,20,19.5,200,0,0
4585,NHANG SUM|NS159,2022,,,,,,,1600,0,0
6065,NHANG SUM|NS159,2023,,,,,,,1200,0,0
8478,NHANG SUM|NS159,2024,26,Primary,4,1,3,2,100,0,3
10798,NHANG SUM|NS159,2025,28,Primary,4,1,7,7,1000,0,0
4493,NHANG SUM|NS160,2022,,,,,,,6300,0,0
5447,NHANG SUM|NS160,2023,,,,,,,1200,0,0
8479,NHANG SUM|NS160,2024,60,Primary,8,5,6,5,800,0,0
10799,NHANG SUM|NS160,2025,40,Literacy,6,4,2,2,120,0,0
4035,NHANG SUM|NS161,2022,,,,,,,4200,0,0
6265,NHANG SUM|NS161,2023,,,,,,,,,
8480,NHANG SUM|NS161,2024,33,Secondary,6,3,6,3,800,2,6
10800,NHANG SUM|NS161,2025,35,Secondary,5,2,5,5,120,4,5
4361,NHANG SUM|NS162,2022,,,,,,,630,0,0
4116,NHANG SUM|NS163,2022,,,,,,,42000,0,0
4285,NHANG SUM|NS164,2022,,,,,,,1,0,0
5574,NHANG SUM|NS164,2023,,,,,,,,,
10801,NHANG SUM|NS164,2025,30,Primary,5,1,9,8,600,0,0
4472,NHANG SUM|NS165,2022,,,,,,,10000,0,0
5704,NHANG SUM|NS165,2023,,,,,,,430,0,0
8482,NHANG SUM|NS165,2024,35,Literacy,5,2,6,4,200,0,4
10802,NHANG SUM|NS165,2025,35,Primary,5,2,5,4,120,4,0
4563,NHANG SUM|NS167,2022,,,,,,,42000,0,0
5542,NHANG SUM|NS167,2023,,,,,,,,,
8483,NHANG SUM|NS167,2024,27,Primary,3,2,4,2,120,6,6
10803,NHANG SUM|NS167,2025,28,Primary,3,2,8,7,150,0,0
4182,NHANG SUM|NS168,2022,,,,,,,1000,0,0
4250,NHANG SUM|NS169,2022,,,,,,,2800,0,0
8484,NHANG SUM|NS169,2024,30,Primary,6,4,4,2,120,6,10
10804,NHANG SUM|NS169,2025,32,Primary,4,2,5,4,120,0,0
4528,NHANG SUM|NS170,2022,,,,,,,4200,0,0
6372,NHANG SUM|NS170,2023,,,,,,,1050,0,0
8485,NHANG SUM|NS170,2024,45,Primary,6,2,6,3,120,6,7
10805,NHANG SUM|NS170,2025,40,Literacy,6,2,4,4,120,0,0
6330,NHANG SUM|NS171,2023,,,,,,,600,0,0
8486,NHANG SUM|NS171,2024,29,Primary,5,2,4,3,100,0,5
10806,NHANG SUM|NS171,2025,35,Primary,5,3,11,10,300,5,3
4429,NHANG SUM|NS172,2022,,,,,,,10000,0,0
5698,NHANG SUM|NS172,2023,,,,,,,430,0,0
8487,NHANG SUM|NS172,2024,50,Primary,5,2,6,3,120,6,10
10807,NHANG SUM|NS172,2025,51,Primary,5,2,10,9,120,25,0
5747,NHANG SUM|NS173,2023,,,,,,,880,0,0
8488,NHANG SUM|NS173,2024,55,Secondary,6,3,10,8,200,2,5
10808,NHANG SUM|NS173,2025,50,Primary,5,2,12,10,600,15,0
6024,NHANG SUM|NS174,2023,,,,,,,430,0,0
8489,NHANG SUM|NS174,2024,37,Primary,5,1,4,2,120,6,8
10809,NHANG SUM|NS174,2025,39,Primary,11,2,15,15,120,7,6
6260,NHANG SUM|NS175,2023,,,,,,,300,0,0
8490,NHANG SUM|NS175,2024,48,Literacy,4,2,5,3,200,0,4
10810,NHANG SUM|NS175,2025,44,Primary,5,3,10,8,100,0,0
6249,NHANG SUM|NS176,2023,,,,,,,1200,0,0
8491,NHANG SUM|NS176,2024,25,Primary,5,2,3,2,120,3,6
10811,NHANG SUM|NS176,2025,23,Primary,5,2,15,15,120,25,0
6255,NHANG SUM|NS177,2023,,,,,,,1200,0,0
8492,NHANG SUM|NS177,2024,23,Primary,3,1,4,2,800,0,0
10812,NHANG SUM|NS177,2025,21,Primary,3,1,6,5,120,1,0
5663,NHANG SUM|NS178,2023,,,,,,,1200,0,0
8493,NHANG SUM|NS179,2024,40,Secondary,6,3,4,3,700,20,0
10813,NHANG SUM|NS179,2025,36,Literacy,6,3,20,16,120,20,0
8494,NHANG SUM|NS180,2024,50,Primary,4,2,5,3,150,0,3
10814,NHANG SUM|NS180,2025,50,Primary,4,2,5,5,120,0,0
8495,NHANG SUM|NS181,2024,32,Primary,6,3,4,3,120,6,5
10815,NHANG SUM|NS181,2025,33,Primary,6,3,7,7,120,0,0
8496,NHANG SUM|NS182,2024,46,Primary,5,4,5,3,700,0,0
10816,NHANG SUM|NS182,2025,42,Primary,5,3,7,7,120,0,0
8497,NHANG SUM|NS183,2024,33,Primary,6,3,3,2,800,12,0
10817,NHANG SUM|NS183,2025,32,Secondary,6,3,5,5,120,6,7
8498,NHANG SUM|NS184,2024,39,High school,4,2,6,4,800,7,0
10818,NHANG SUM|NS184,2025,34,Secondary,7,3,7,7,120,5,0
8499,NHANG SUM|NS187,2024,23,Primary,3,1,4,2.5,250,0,0
10819,NHANG SUM|NS187,2025,26,Literacy,3,1,5,4,120,0,0
10820,NHANG SUM|NS188,2025,35,Primary,7,3,9,8,143,0,0
8500,NHANG SUM|NS190,2024,44,Primary,7,4,5,4,150,0,2
10821,NHANG SUM|NS190,2025,41,Primary,6,3,12,11,1000,6,6
8501,NHANG SUM|NS191,2024,38,Literacy,5,2,3,2,120,6,6
10822,NHANG SUM|NS191,2025,35,Literacy,5,2,7,6,120,0,0
10823,NHANG SUM|NS192,2025,37,Primary,6,3,10,8,200,12,5
10824,NHANG SUM|NS193,2025,39,Literacy,5,3,5,4,120,0,0
10825,NHANG SUM|NS194,2025,30,Primary,5,3,8,7,260,0,0
10826,NHANG SUM|NS195,2025,28,Literacy,5,1,5,4.5,120,1,1
10827,NHANG SUM|NS196,2025,38,Literacy,3,2,6,6,120,0,0
10828,NHANG SUM|NS197,2025,30,Primary,5,3,5,4,120,1,0
10829,NHANG SUM|NS198,2025,27,Primary,3,1,5,3,1000,0,0
10830,NHANG SUM|NS199,2025,44,Primary,6,1,6,6,120,0,0
10831,NHANG SUM|NS200,2025,30,Literacy,4,3,10,9,120,10,0
1565,NHANG SUM|NS333,2020,,,,,,,,,
1566,NHANG SUM|NS444,2020,,,,,,,,,
1567,NHANG SUM|NS555,2020,,,,,,,,,
1568,NHANG SUM|NSO34,2020,,,,,,,,,
8393,NHANG SUM|Ns031,2024,46,Primary,4,2,4,3,800,0,0
8397,NHANG SUM|Ns039,2024,40,High school,8,5,36,30,800,15,0
5618,NHANG SUM|Ns137,2023,,,,,,,450,0,0
8467,NHANG SUM|Ns145,2024,38,Primary,5,1,4,2,800,0,3
8481,NHANG SUM|Ns164,2024,30,High school,6,1,5,4,800,0,6
1814,NHANG SUM|SN130,2020,,,,,,,,,
8502,O'CHAY|OC001,2024,42,Secondary,4,2,13,10,7500,4,0
10451,O'CHAY|OC001,2025,45,High school,3,1,13,10,7500,5,0
8503,O'CHAY|OC002,2024,65,Primary,2,2,6,5,5000,0,4
8504,O'CHAY|OC003,2024,43,Primary,8,4,8,3,3000,0,0
8505,O'CHAY|OC006,2024,55,Primary,8,4,8,7,4000,60,10
8506,O'CHAY|OC007,2024,31,Primary,4,2,4,3,4000,2,4
8507,O'CHAY|OC008,2024,42,Secondary,5,1,10,8,9000,3,3
10452,O'CHAY|OC008,2025,42,Primary,5,1,13,12,7800,3,4
8508,O'CHAY|OC012,2024,59,Primary,7,3,8,8,1400,16,6
8509,O'CHAY|OC013,2024,52,Primary,3,2,8,7,1000,0,8
10453,O'CHAY|OC013,2025,56,Primary,4,2,40,35,40,0,4
538,OKAK|OK002,2019,,,,,,,,,
1580,OKAK|OK002,2020,,,,,,,,,
2705,OKAK|OK002,2021,,,,,,,,,
3692,OKAK|OK002,2022,,,,,,,1000,0,0
5243,OKAK|OK002,2023,,,,,,,1000,0,0
535,OKAK|OK004,2019,,,,,,,,,
1581,OKAK|OK004,2020,,,,,,,,,
528,OKAK|OK006,2019,,,,,,,,,
550,OKAK|OK007,2019,,,,,,,,,
1582,OKAK|OK007,2020,,,,,,,,,
541,OKAK|OK008,2019,,,,,,,,,
1583,OKAK|OK008,2020,,,,,,,,,
543,OKAK|OK009,2019,,,,,,,,,
1584,OKAK|OK009,2020,,,,,,,,,
532,OKAK|OK010,2019,,,,,,,,,
1585,OKAK|OK010,2020,,,,,,,,,
1586,OKAK|OK014,2020,,,,,,,,,
531,OKAK|OK022,2019,,,,,,,,,
1587,OKAK|OK022,2020,,,,,,,,,
536,OKAK|OK023,2019,,,,,,,,,
545,OKAK|OK028,2019,,,,,,,,,
1588,OKAK|OK028,2020,,,,,,,,,
1589,OKAK|OK029,2020,,,,,,,,,
542,OKAK|OK031,2019,,,,,,,,,
530,OKAK|OK033,2019,,,,,,,,,
1590,OKAK|OK033,2020,,,,,,,,,
546,OKAK|OK035,2019,,,,,,,,,
1591,OKAK|OK035,2020,,,,,,,,,
549,OKAK|OK038,2019,,,,,,,,,
548,OKAK|OK039,2019,,,,,,,,,
1592,OKAK|OK039,2020,,,,,,,,,
533,OKAK|OK042,2019,,,,,,,,,
1593,OKAK|OK042,2020,,,,,,,,,
3693,OKAK|OK042,2022,,,,,,,1800,0,0
5244,OKAK|OK042,2023,,,,,,,1800,0,0
537,OKAK|OK044,2019,,,,,,,,,
529,OKAK|OK047,2019,,,,,,,,,
544,OKAK|OK048,2019,,,,,,,,,
1594,OKAK|OK048,2020,,,,,,,,,
1595,OKAK|OK050,2020,,,,,,,,,
540,OKAK|OK051,2019,,,,,,,,,
1596,OKAK|OK051,2020,,,,,,,,,
539,OKAK|OK052,2019,,,,,,,,,
1597,OKAK|OK052,2020,,,,,,,,,
547,OKAK|OK053,2019,,,,,,,,,
527,OKAK|OK059,2019,,,,,,,,,
1598,OKAK|OK059,2020,,,,,,,,,
2706,OKAK|OK059,2021,,,,,,,,,
3694,OKAK|OK059,2022,,,,,,,1000,0,0
5245,OKAK|OK059,2023,,,,,,,1000,0,0
534,OKAK|OK060,2019,,,,,,,,,
1599,OKAK|OK060,2020,,,,,,,,,
6892,OU CHRA|OC001,2024,19,Primary,5,3,10,8,6000,2,2
11365,OU CHRA|OC001,2025,25,Secondary,4,3,12,10,1300,2,1
1569,OU CHRA|OC005,2020,,,,,,,,,
3142,OU CHRA|OC005,2021,,,,,,,,,
3186,OU CHRA|OC007,2021,,,,,,,,,
4681,OU CHRA|OC007,2022,,,,,,,3000,0,0
6784,OU CHRA|OC007,2023,,,,,,,2000,0,0
6893,OU CHRA|OC007,2024,48,Primary,8,5,15,20,2000,1,0
11366,OU CHRA|OC007,2025,48,Primary,8,5,28,15,10000,2,0
1570,OU CHRA|OC011,2020,,,,,,,,,
3147,OU CHRA|OC011,2021,,,,,,,,,
1571,OU CHRA|OC012,2020,,,,,,,,,
3144,OU CHRA|OC012,2021,,,,,,,,,
6733,OU CHRA|OC012,2023,,,,,,,1000,0,0
1572,OU CHRA|OC013,2020,,,,,,,,,
3141,OU CHRA|OC013,2021,,,,,,,,,
1573,OU CHRA|OC015,2020,,,,,,,,,
3185,OU CHRA|OC015,2021,,,,,,,,,
6789,OU CHRA|OC015,2023,,,,,,,4000,0,0
6894,OU CHRA|OC015,2024,46,Primary,4,1,12,13,4800,1,5
11367,OU CHRA|OC015,2025,43,Primary,4,1,15,10,10000,2,6
1574,OU CHRA|OC020,2020,,,,,,,,,
3143,OU CHRA|OC020,2021,,,,,,,,,
4682,OU CHRA|OC020,2022,,,,,,,2000,0,0
1575,OU CHRA|OC022,2020,,,,,,,,,
3146,OU CHRA|OC022,2021,,,,,,,,,
1576,OU CHRA|OC027,2020,,,,,,,,,
1577,OU CHRA|OC029,2020,,,,,,,,,
3135,OU CHRA|OC029,2021,,,,,,,,,
6737,OU CHRA|OC029,2023,,,,,,,500,0,0
1578,OU CHRA|OC032,2020,,,,,,,,,
3145,OU CHRA|OC032,2021,,,,,,,,,
1579,OU CHRA|OC036,2020,,,,,,,,,
3140,OU CHRA|OC036,2021,,,,,,,,,
3139,OU CHRA|OC038,2021,,,,,,,,,
3190,OU CHRA|OC046,2021,,,,,,,,,
4685,OU CHRA|OCO15,2022,,,,,,,4000,0,0
2135,PEAM KHES|PKH001,2021,,,,,,,,,
4074,PEAM KHES|PKH001,2022,,,,,,,1100,0,0
8711,PEAM KHES|PKH001,2024,28,Primary,8,4,15,10,800,8,5
10454,PEAM KHES|PKH001,2025,27,Primary,8,4,13,9,950,8,7
2131,PEAM KHES|PKH002,2021,,,,,,,,,
4083,PEAM KHES|PKH002,2022,,,,,,,1200,0,0
6058,PEAM KHES|PKH002,2023,,,,,,,1200,0,0
8712,PEAM KHES|PKH002,2024,43,Primary,9,4,15,8,700,2,3
10455,PEAM KHES|PKH002,2025,23,Primary,6,3,7,6,600,5,0
2136,PEAM KHES|PKH003,2021,,,,,,,,,
8713,PEAM KHES|PKH003,2024,33,Primary,5,2,10,8,200,5,1
10456,PEAM KHES|PKH003,2025,35,Primary,5,2,9,7.5,350,5,2
2121,PEAM KHES|PKH004,2021,,,,,,,,,
4084,PEAM KHES|PKH004,2022,,,,,,,500,0,0
5701,PEAM KHES|PKH004,2023,,,,,,,900,0,0
8714,PEAM KHES|PKH004,2024,34,Primary,5,3,10,8,1200,3,4
10457,PEAM KHES|PKH004,2025,34,Primary,5,3,5,4,600,0,3
4095,PEAM KHES|PKH005,2022,,,,,,,500,0,0
8715,PEAM KHES|PKH005,2024,38,Primary,4,2,6,3,2800,0,0
10458,PEAM KHES|PKH005,2025,46,Literacy,5,3,6,6,256,0,0
2127,PEAM KHES|PKH006,2021,,,,,,,,,
2273,PEAM KHES|PKH007,2021,,,,,,,,,
4100,PEAM KHES|PKH007,2022,,,,,,,600,0,0
5885,PEAM KHES|PKH007,2023,,,,,,,1200,0,0
8716,PEAM KHES|PKH007,2024,43,Primary,5,4,6,2,2800,13,6
10459,PEAM KHES|PKH007,2025,39,Literacy,5,4,9,8.5,360,13,8
2123,PEAM KHES|PKH008,2021,,,,,,,,,
4609,PEAM KHES|PKH008,2022,,,,,,,1400,0,0
5623,PEAM KHES|PKH008,2023,,,,,,,300,0,0
8717,PEAM KHES|PKH008,2024,30,Primary,8,4,16,10,800,5,0
10460,PEAM KHES|PKH008,2025,40,Literacy,7,3,7,6,900,2,0
2149,PEAM KHES|PKH009,2021,,,,,,,,,
4102,PEAM KHES|PKH009,2022,,,,,,,900,0,0
6142,PEAM KHES|PKH009,2023,,,,,,,1200,0,0
8718,PEAM KHES|PKH009,2024,49,Primary,5,2,10,5,4200,5,0
10461,PEAM KHES|PKH009,2025,18,Secondary,5,2,7,5,72,7,3
2154,PEAM KHES|PKH010,2021,,,,,,,,,
4011,PEAM KHES|PKH010,2022,,,,,,,1200,0,0
5679,PEAM KHES|PKH010,2023,,,,,,,900,0,0
8719,PEAM KHES|PKH010,2024,40,Primary,5,2,15,12,600,0,8
10462,PEAM KHES|PKH010,2025,19,Primary,6,2,7,5,500,0,7
2148,PEAM KHES|PKH011,2021,,,,,,,,,
4086,PEAM KHES|PKH011,2022,,,,,,,1200,0,0
6305,PEAM KHES|PKH011,2023,,,,,,,800,0,0
8720,PEAM KHES|PKH011,2024,50,Primary,6,3,15,13,500,0,5
10463,PEAM KHES|PKH011,2025,60,Primary,5,3,9,7,600,0,5
2165,PEAM KHES|PKH012,2021,,,,,,,,,
4021,PEAM KHES|PKH012,2022,,,,,,,2000,0,0
6336,PEAM KHES|PKH012,2023,,,,,,,900,0,0
8721,PEAM KHES|PKH012,2024,65,Primary,6,3,6,5,500,0,0
10464,PEAM KHES|PKH012,2025,65,Literacy,2,1,3,2,1000,0,0
2156,PEAM KHES|PKH013,2021,,,,,,,,,
4052,PEAM KHES|PKH013,2022,,,,,,,1500,0,0
5685,PEAM KHES|PKH013,2023,,,,,,,400,0,0
8722,PEAM KHES|PKH013,2024,58,Literacy,6,4,10,7,1200,13,1
10465,PEAM KHES|PKH013,2025,57,Primary,6,4,14,10,150,9,0
2026,PEAM KHES|PKH014,2021,,,,,,,,,
4023,PEAM KHES|PKH014,2022,,,,,,,600,0,0
6120,PEAM KHES|PKH014,2023,,,,,,,400,0,0
8723,PEAM KHES|PKH014,2024,52,Primary,6,2,10,8,800,8,1
10466,PEAM KHES|PKH014,2025,50,Literacy,5,2,7,6,450,11,1
2070,PEAM KHES|PKH015,2021,,,,,,,,,
2146,PEAM KHES|PKH016,2021,,,,,,,,,
2157,PEAM KHES|PKH017,2021,,,,,,,,,
4046,PEAM KHES|PKH017,2022,,,,,,,1200,0,0
5656,PEAM KHES|PKH017,2023,,,,,,,400,0,0
8724,PEAM KHES|PKH017,2024,41,Primary,7,2,12,9,500,1,6
10467,PEAM KHES|PKH017,2025,55,Literacy,7,2,10,8,450,1,10
2174,PEAM KHES|PKH018,2021,,,,,,,,,
4110,PEAM KHES|PKH018,2022,,,,,,,2500,0,0
5669,PEAM KHES|PKH018,2023,,,,,,,400,0,0
8725,PEAM KHES|PKH018,2024,31,Primary,5,2,1,7,750,0,0
10468,PEAM KHES|PKH018,2025,30,Primary,5,2,8,7,1750,2,0
2261,PEAM KHES|PKH019,2021,,,,,,,,,
4094,PEAM KHES|PKH019,2022,,,,,,,1400,0,0
5609,PEAM KHES|PKH019,2023,,,,,,,800,0,0
8726,PEAM KHES|PKH019,2024,40,Primary,5,3,4,2,500,5,0
10469,PEAM KHES|PKH019,2025,23,Primary,4,2,5,3.5,2000,0,0
2169,PEAM KHES|PKH020,2021,,,,,,,,,
4125,PEAM KHES|PKH020,2022,,,,,,,450,0,0
5676,PEAM KHES|PKH020,2023,,,,,,,600,0,0
8727,PEAM KHES|PKH020,2024,38,Literacy,5,2,12,10,700,2,3
10470,PEAM KHES|PKH020,2025,35,Primary,5,2,7,5,500,5,2
2173,PEAM KHES|PKH021,2021,,,,,,,,,
2171,PEAM KHES|PKH022,2021,,,,,,,,,
3999,PEAM KHES|PKH022,2022,,,,,,,100,0,0
5877,PEAM KHES|PKH022,2023,,,,,,,900,0,0
8728,PEAM KHES|PKH022,2024,38,Primary,5,2,10,8,120,7,6
10471,PEAM KHES|PKH022,2025,33,Primary,5,2,8,6,600,7,5
2152,PEAM KHES|PKH023,2021,,,,,,,,,
4627,PEAM KHES|PKH023,2022,,,,,,,400,0,0
5672,PEAM KHES|PKH023,2023,,,,,,,800,0,0
8729,PEAM KHES|PKH023,2024,39,Primary,6,2,5,4,600,0,4
10472,PEAM KHES|PKH023,2025,39,Primary,6,2,8,6,600,0,6
2126,PEAM KHES|PKH024,2021,,,,,,,,,
2167,PEAM KHES|PKH025,2021,,,,,,,,,
4130,PEAM KHES|PKH025,2022,,,,,,,1120,0,0
6364,PEAM KHES|PKH025,2023,,,,,,,400,0,0
8730,PEAM KHES|PKH025,2024,47,Primary,7,4,10,8,800,0,3
2270,PEAM KHES|PKH026,2021,,,,,,,,,
4068,PEAM KHES|PKH026,2022,,,,,,,1000,0,0
5666,PEAM KHES|PKH026,2023,,,,,,,800,0,0
8731,PEAM KHES|PKH026,2024,38,Primary,5,4,10,8,600,0,6
10473,PEAM KHES|PKH026,2025,32,Primary,5,4,6,5,100,0,0
2260,PEAM KHES|PKH027,2021,,,,,,,,,
5604,PEAM KHES|PKH027,2023,,,,,,,1200,0,0
8732,PEAM KHES|PKH027,2024,35,University,6,2,5,3,2800,2,0
10474,PEAM KHES|PKH027,2025,26,Primary,6,2,7,5,1200,5,0
2145,PEAM KHES|PKH028,2021,,,,,,,,,
4040,PEAM KHES|PKH028,2022,,,,,,,1400,0,0
5617,PEAM KHES|PKH028,2023,,,,,,,900,0,0
8733,PEAM KHES|PKH028,2024,25,Primary,9,4,6,3.5,4800,8,0
10475,PEAM KHES|PKH028,2025,28,Primary,3,1,7,5,100,7,0
2132,PEAM KHES|PKH031,2021,,,,,,,,,
8734,PEAM KHES|PKH031,2024,34,Primary,5,2,3,2,400,1,0
10476,PEAM KHES|PKH031,2025,35,Primary,5,2,4,3.5,400,1,0
2159,PEAM KHES|PKH032,2021,,,,,,,,,
4017,PEAM KHES|PKH032,2022,,,,,,,2100,0,0
5864,PEAM KHES|PKH032,2023,,,,,,,200,0,0
8735,PEAM KHES|PKH032,2024,49,Literacy,6,3,8,6,600,0,0
10477,PEAM KHES|PKH032,2025,50,Literacy,7,3,6,5,100,0,0
2125,PEAM KHES|PKH033,2021,,,,,,,,,
4096,PEAM KHES|PKH033,2022,,,,,,,4000,0,0
6263,PEAM KHES|PKH033,2023,,,,,,,200,0,0
8736,PEAM KHES|PKH033,2024,56,Literacy,4,2,5,2.5,2800,0,3
10478,PEAM KHES|PKH033,2025,32,Primary,4,2,7,4.8,210,0,2
2137,PEAM KHES|PKH034,2021,,,,,,,,,
4073,PEAM KHES|PKH034,2022,,,,,,,1600,0,0
6303,PEAM KHES|PKH034,2023,,,,,,,1000,0,0
8737,PEAM KHES|PKH034,2024,50,Primary,5,3,5,3,2800,3,1
10479,PEAM KHES|PKH034,2025,29,Primary,5,3,9,7,600,3,1
2128,PEAM KHES|PKH035,2021,,,,,,,,,
4098,PEAM KHES|PKH035,2022,,,,,,,1250,0,0
6356,PEAM KHES|PKH035,2023,,,,,,,900,0,0
8738,PEAM KHES|PKH035,2024,35,Primary,5,2,5,3,2800,6,0
10480,PEAM KHES|PKH035,2025,39,Primary,5,3,7,5,600,5,0
2259,PEAM KHES|PKH036,2021,,,,,,,,,
4091,PEAM KHES|PKH036,2022,,,,,,,600,0,0
